Meet Meeting 
Fri, Jul 5, 2024

0:42 - Jorge Lewis you I wonder if there's any echoes. It might be using my headset's mic.
52:37 - Eksno That's definitely something I'd like to discuss further with you going over the codes and just diving into it after the meeting. One thing that I like, as you mentioned, the onboarding process will be quite useful within JPE's application along with the high-level graph being able to lift that over, even if it's not a necessary thing. It's a thing that we're going to be making for that, that we also know we're going to be making for IntelliAgent Onboarding, I think for the first version, is completely irrelevant for the IntelliAgent.

53:12 - Cuan Mulligan It's not necessary, because we can just, like you've hardcoded in the bot at the moment, which assumes it's the evening, we'll assume we're working at an established company, for example. So onboarding is. Just the chat, we can delete it, and we can start again. Or we just spin up a new instance. Like you have a Kuhn Jonas window or instance, we would just have client one, client two, client three. There is no need to onboard it. I think we just want to start.

53:41 - Eksno Do you want to do the same thing for Adapta, where every user just has a predefined variables for everything that's supposed to be in the onboarding?

53:51 - Unidentified Speaker Sorry, I don't understand.

53:54 - Eksno That also has an onboarding process with all the things that you sent in the Google Docs earlier, where a lot of them are marked onboarding. We were planning to implement that onboarding phase along with the high-level graph. But what we also can do is just for every profile we create, predefine all those variables and don't implement the onboarding phase yet. Then we can focus on the chatting interface.

54:19 - Cuan Mulligan Yeah, I don't think we need to prioritize the, I mean, onboarding is just the population of those things, right?

54:27 - Cuan Mulligan We don't, there's nothing that innovative there. Let's focus on the coaching and that engagement because that's the, onboarding is a nice to have. I don't think it's a priority to work on right now.

54:42 - Eksno I think the most relevant part that we're currently working on, which will be relevant to IntelliAgent, will be the high-level graph. So the graph that delegates status of what's going on to a specific team.

54:59 - Eksno So for example, if the user wants to start a check-in, the status will be set to check-in, and each message will be delegated to the check-in team. I imagine there's going to be a similar system that will be needed for IntelliAgent.

55:21 - Unidentified Speaker Say that again.

55:22 - Cuan Mulligan It didn't quite land.

55:25 - Unidentified Speaker Is my mic bad?

55:29 - Eksno It's been the energy.

55:33 - Jorge Lewis Um, I don't, I don't agree. I don't think so. The intelligence, the, the high level modules is just the workshop where the onboarding is, we're going to get, we're not going to do yet. We're just going to do the workshop where there's just the agents having a conversation with the user, um, trying to come to a final conclusion with the brand purposes through different techniques, like AB testing with different, uh, ideas, um, the card game.

56:02 - Eksno All that card game, the A-B testing, all of those I imagine could be different graphs. We might want those to be different graphs, and then it would be useful with the high-level or the, what was it? High-level graph implementation from that.

56:16 - Jorge Lewis Yeah, but I mean, that's nothing too new, too big. It's just kind of normal line graph.

56:26 - Jorge Lewis I can't remember, where did we go from I think we've gone off track here.

56:36 - Cuan Mulligan We're trying to establish how much more coding we need to do and adapt before it makes sense to fork into IntelliAgent and start doing the specific elements for IntelliAgent. Onboarding is not needed to answer that question.

56:58 - Jorge Lewis Yeah, like, like Jonah said, give us a day or two to go into the code, or the code and the kind of the plan for the future plan for ADAPT, what our, our plan looks like in development, and then we can get back on a better answer.

57:15 - Cuan Mulligan Yeah, I mean, I'm, I, I want to be involved in that conversation around ADAPT because There's now that we have something like you guys are saying, yeah, we're going to do onboarding and stuff like that. I think we need to have those conversations and get aligned on what the next sensible thing is, because for example, we've been testing it. And then I was like going, shit, actually, I think we need to ask for sleep in the morning. Because like, there's two scenarios, right? Someone voluntarily gives the information, others were seeking the information. But when you wake up in the morning, you should say, hey, here's your video. Here's some content. Go smash the day. By the way, how was your sleep last night? That makes more sense, where if we haven't seen something towards the end of the day, it's more of a coaching session about, how have you felt? You're two weeks into the program. How's that going for you? And by the way, I noticed on Tuesdays that you don't really enter information. What can we do to help you on that? Or it's not just you haven't filled in sleep. You haven't just filled in your calories. That's a very small size of it. And I think I want to work on the coaching and start getting that, because that's going to be the most nuanced area that's going to require the most testing. We've now got a nice, what feels stable. It's not breaking, albeit it was breaking for JP.

58:29 - Jorge Lewis It seems like there's some bug, one bug that keeps appearing.

58:35 - Unidentified Speaker Yeah.

58:35 - Cuan Mulligan So that's where I would work on. And for me, what's nice is, if possible, where, for example, like saying, you're asking the wrong questions for sleep. Go fix that.

58:46 - Unidentified Speaker Perfect.

58:47 - Cuan Mulligan The sort of chasing the problems right now might be a useful activity. Maybe it's me and Jonas or me and the other guys working on the web or the interface stuff. But as soon as you talk about the interface, I need to talk to you guys because we need to figure out what that looks like, I don't know whether we're going to have a hybrid interface or not. So I've got lots of questions, but I think you need to involve me in that whole process because, and JP as well, because we're quite opinionated about what this could be. I'm not opinionated because we're being dicks. I just think we've been thinking about this day in, day out for a long time. So I think it's potentially dangerous and harmful for you guys to go off in isolation and decide these things without speaking to us.

59:34 - Jorge Lewis Yeah, that makes sense. I agree.

59:41 - Jorge Lewis Um, so, so we can move forward to set up a time to, to call with, I want to get chimney on as well. The, uh, or other line chain AI developer. Uh, we can go through kind of the next few steps. Then also, if things have changed in terms of long-term for adapt, we can take a look at that as well. Um, and then directly after that would be able to say, okay, so now that we know how things are looking for that, we will be able to decide at what point is most efficient to begin Intelli agent.

1:00:15 - Unidentified Speaker Okay.

1:00:16 - Cuan Mulligan So when do you want to do that?

1:00:19 - Jorge Lewis I'm traveling tomorrow. Um, so let's, well, tomorrow's the weekend.

1:00:25 - Cuan Mulligan Um, I mean, I'm traveling on Tuesday.

1:00:29 - Jorge Lewis Um, let's, um, can I, can I get back to you on that? My schedule's looking really busy the next week. I don't have to be there as well. I'm travelling all day Monday.

1:00:50 - Cuan Mulligan Myself and Aaron are going up to a meeting.

1:00:53 - Unidentified Speaker Tuesday is pretty busy.

1:00:56 - Cuan Mulligan But I don't want to wait till Wednesday because I don't know what you guys are doing. So for me, I think even half an hour now, I think it's just a very quick meeting.

1:01:03 - Jorge Lewis Let's try to get it in as soon as possible. At least at least something as quick as possible, and then we can try to schedule a longer, more thorough one.

1:01:12 - Eksno Jorge, do you think you'll be waiting at the airport at all? Maybe we can do a meeting then?

1:01:17 - Jorge Lewis I'll definitely have some downtime somewhere, but I can't say, oh, I'll have downtime here because Can we do 20 minutes now?

1:01:25 - Cuan Mulligan I don't think he's on.
